PORT_ID,PORT_CD,PORT_NAM,COUNTRY_CD,STATE_CD,COMMENTS_TXT,AS_OF_CD,CAPTURE_DAT,RECORD_STATUS_CD
102903,NYN,NYNASHAMN (STOCKHOLM),SE,,,CD,5/21/2019,A
101107,SIN,SINGAPORE,SG,,,CD,5/21/2019,A
102966,KOP,KOPER,SI,,,CD,5/21/2019,A
100950,AQJ,ACAJUTLA,SV,,,CD,5/21/2019,A
101133,BKK,BANGKOK,TH,,,CD,5/21/2019,A
101134,KCH,KO CHANG,TH,,,CD,5/21/2019,A
101132,USM,KOH SAMUI,TH,,,CD,5/21/2019,A
103823,LCH,LAEM CHABANG,TH,,,CD,5/21/2019,A
103822,KOH,KO SAMUI,TH,,,CD,5/21/2019,A
101135,HKT,PHUKET,TH,,,CD,5/21/2019,A
103388,LGG,"CARTHAGE,  TUNISIA (DO NOT USE)",TN,,,CD,5/21/2019,A
103368,LGN,LA GOULETTE,TN,,,CD,5/21/2019,A
101137,TBU,NUKU'ALOFA,TO,,,CD,5/21/2019,A
101140,DIK,DIKILI,TR,,,CD,5/21/2019,A
101247,AYT,ANTALYA,TR,,,CD,5/21/2019,A
101138,KUS,KUSADASI,TR,,,CD,5/21/2019,A
101139,IST,ISTANBUL,TR,,,CD,5/21/2019,A
103126,ALA,ALANYA,TR,,,CD,5/21/2019,A
102736,CKZ,CANAKKALE,TR,,,CD,5/21/2019,A
101796,IZM,IZMIR (EPHESUS),TR,,,CD,5/21/2019,A
101136,SCA,SCARBOROUGH,TT,,,CD,5/21/2019,A
101876,POS,PORT OF SPAIN,TT,,,CD,5/21/2019,A
101878,TAB,TOBAGO,TT,,,CD,5/21/2019,A
103849,KEE,"TAPEI (KEELUNG), TAIWAN",TW,,,CD,5/21/2019,A
103825,KAO,KAOSHIUNG,TW,,,CD,5/21/2019,A
102504,ZNZ,ZANIBAR,TZ,,,CD,5/21/2019,A
100847,YAL,YALTA,UA,,,CD,5/21/2019,A
101141,ODS,ODESSA,UA,,,CD,5/21/2019,A
